brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,3,True,0,0,grey,4,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.55
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,6,True,0,0,grey,4,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.6625
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,7,True,0,0,grey,4,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.725
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,8,True,0,0,grey,4,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.65
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5625
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,0,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.6125
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,0,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.6625
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,0,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.625
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,1,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.65
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,1,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5375
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,1,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.4625
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,2,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.525
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,2,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.625
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,2,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.475
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,3,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.625
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,3,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.4875
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,3,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5625
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,4,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.4625
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,4,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5125
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,4,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.55
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,5,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.725
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,5,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.625
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,5,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.7875
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,6,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5625
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,6,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.55
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,6,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5875
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,8,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.8125
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,8,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.725
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,8,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.675
brown,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,9,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.7125
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,9,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.65
blue,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,4,True,0,0,pink,9,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.7875
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.625
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5125
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.6
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.6125
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.65
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5875
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.6
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.6
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,0,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5375
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,5,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.65
grey,22,6,"[4, 8]",4,black,1,True,0,0,blue,8,True,0,0,brown,9,True,0,0,grey,5,True,0,0,pink,7,True,0,0,purple,9,True,0,0,red,7,True,0,0,white,8,True,0,0,0.5625
